trip_id,arrival_time,departure_time,stop_id,stop_sequence,pickup_type,drop_off_type,shape_dist_traveled
2147,21:17:00,21:17:00,143,8,0,0,13.7282
2147,21:20:00,21:20:00,48,9,0,0,15.0828
2147,21:24:00,21:24:00,17,10,0,0,16.4773
2147,21:28:00,21:28:00,99,11,0,0,18.8434
2147,21:31:00,21:31:00,104,12,0,0,20.4403
2147,21:36:00,21:36:00,145,13,0,0,22.1180
2148,13:53:00,13:53:00,49,1,0,0,0.0000
2148,13:56:00,13:56:00,117,2,0,0,0.9263
2148,14:04:00,14:04:00,45,3,0,0,3.3127
2148,14:10:00,14:10:00,18,4,0,0,7.4468
2148,14:13:00,14:13:00,12,5,0,0,8.6085
2148,14:16:00,14:16:00,76,6,0,0,10.4905
2148,14:19:00,14:19:00,88,7,0,0,12.1301
2148,14:22:00,14:22:00,143,8,0,0,13.7282
2148,14:25:00,14:25:00,48,9,0,0,15.0828
2148,14:28:00,14:28:00,17,10,0,0,16.4773
2148,14:33:00,14:33:00,99,11,0,0,18.8434
2148,14:38:00,14:38:00,104,12,0,0,20.4403
2148,14:44:00,14:44:00,145,13,0,0,22.1180
2148,14:48:00,14:48:00,136,14,0,0,24.3864
2148,14:51:00,14:51:00,87,15,0,0,25.4608
2148,14:54:00,14:54:00,81,16,0,0,27.0695
2148,14:57:00,14:57:00,140,17,0,0,28.3519
2148,14:59:00,14:59:00,97,18,0,0,29.1235
2148,15:01:00,15:01:00,61,19,0,0,30.0515
2148,15:03:00,15:03:00,112,20,0,0,30.7591
2148,15:06:00,15:06:00,23,21,0,0,31.6600
2148,15:08:00,15:08:00,37,22,0,0,32.1879
2148,15:12:00,15:12:00,106,23,0,0,34.4356
2148,15:30:00,15:30:00,63,24,0,0,42.2239
2149,21:52:00,21:52:00,49,1,0,0,0.0000
2149,21:55:00,21:55:00,117,2,0,0,0.9263
2149,21:59:00,21:59:00,45,3,0,0,3.3127
2149,22:05:00,22:05:00,18,4,0,0,7.4468
2149,22:08:00,22:08:00,12,5,0,0,8.6085
2149,22:11:00,22:11:00,76,6,0,0,10.4905
2149,22:14:00,22:14:00,88,7,0,0,12.1301
2149,22:17:00,22:17:00,143,8,0,0,13.7282
2149,22:20:00,22:20:00,48,9,0,0,15.0828
2149,22:24:00,22:24:00,17,10,0,0,16.4773
2149,22:28:00,22:28:00,99,11,0,0,18.8434
2149,22:31:00,22:31:00,104,12,0,0,20.4403
2149,22:36:00,22:36:00,145,13,0,0,22.1180
2150,14:55:00,14:55:00,49,1,0,0,0.0000
2150,14:58:00,14:58:00,117,2,0,0,0.9263
2150,15:06:00,15:06:00,45,3,0,0,3.3127
2150,15:12:00,15:12:00,18,4,0,0,7.4468
2150,15:15:00,15:15:00,12,5,0,0,8.6085
2150,15:18:00,15:18:00,76,6,0,0,10.4905
2150,15:21:00,15:21:00,88,7,0,0,12.1301
2150,15:24:00,15:24:00,143,8,0,0,13.7282
2150,15:27:00,15:27:00,48,9,0,0,15.0828
2150,15:30:00,15:30:00,17,10,0,0,16.4773
2150,15:35:00,15:35:00,99,11,0,0,18.8434
2150,15:40:00,15:40:00,104,12,0,0,20.4403
2150,15:44:00,15:44:00,145,13,0,0,22.1180
2150,15:49:00,15:49:00,136,14,0,0,24.3864
2150,15:52:00,15:52:00,87,15,0,0,25.4608
2150,15:55:00,15:55:00,81,16,0,0,27.0695
2150,15:58:00,15:58:00,140,17,0,0,28.3519
2150,16:01:00,16:01:00,97,18,0,0,29.1235
2150,16:03:00,16:03:00,61,19,0,0,30.0515
2150,16:05:00,16:05:00,112,20,0,0,30.7591
2150,16:07:00,16:07:00,23,21,0,0,31.6600
2150,16:10:00,16:10:00,37,22,0,0,32.1879
2150,16:14:00,16:14:00,106,23,0,0,34.4356
2150,16:32:00,16:32:00,63,24,0,0,42.2239
2151,22:52:00,22:52:00,49,1,0,0,0.0000
2151,22:55:00,22:55:00,117,2,0,0,0.9263
2151,22:59:00,22:59:00,45,3,0,0,3.3127
2151,23:05:00,23:05:00,18,4,0,0,7.4468
2151,23:08:00,23:08:00,12,5,0,0,8.6085
2151,23:11:00,23:11:00,76,6,0,0,10.4905
2151,23:14:00,23:14:00,88,7,0,0,12.1301
2151,23:17:00,23:17:00,143,8,0,0,13.7282
2151,23:20:00,23:20:00,48,9,0,0,15.0828
2151,23:24:00,23:24:00,17,10,0,0,16.4773
2151,23:28:00,23:28:00,99,11,0,0,18.8434
2151,23:31:00,23:31:00,104,12,0,0,20.4403
2151,23:36:00,23:36:00,145,13,0,0,22.1180
2152,21:01:00,21:01:00,49,1,0,0,0.0000
2152,21:04:00,21:04:00,117,2,0,0,0.9263
2152,21:12:00,21:12:00,45,3,0,0,3.3127
2152,21:18:00,21:18:00,18,4,0,0,7.4468
2152,21:21:00,21:21:00,12,5,0,0,8.6085
2152,21:24:00,21:24:00,76,6,0,0,10.4905
2152,21:27:00,21:27:00,88,7,0,0,12.1301
2152,21:30:00,21:30:00,143,8,0,0,13.7282
2152,21:33:00,21:33:00,48,9,0,0,15.0828
2152,21:36:00,21:36:00,17,10,0,0,16.4773
2152,21:42:00,21:42:00,99,11,0,0,18.8434
2152,21:46:00,21:46:00,104,12,0,0,20.4403
2152,21:51:00,21:51:00,145,13,0,0,22.1180
2152,21:55:00,21:55:00,136,14,0,0,24.3864
2152,21:58:00,21:58:00,87,15,0,0,25.4608
2152,22:02:00,22:02:00,81,16,0,0,27.0695
2152,22:05:00,22:05:00,140,17,0,0,28.3519
2152,22:07:00,22:07:00,97,18,0,0,29.1235
2152,22:09:00,22:09:00,61,19,0,0,30.0515
2152,22:12:00,22:12:00,112,20,0,0,30.7591
2152,22:14:00,22:14:00,23,21,0,0,31.6600
2152,22:16:00,22:16:00,37,22,0,0,32.1879
2152,22:21:00,22:21:00,106,23,0,0,34.4356
2152,22:38:00,22:38:00,63,24,0,0,42.2239
2153,19:24:00,19:24:00,99,1,0,0,0.0000
2153,19:31:00,19:31:00,145,2,0,0,3.2689
2153,19:35:00,19:35:00,136,3,0,0,5.5373
2153,19:38:00,19:38:00,87,4,0,0,6.6117
2153,19:41:00,19:41:00,81,5,0,0,8.2205
2153,19:44:00,19:44:00,140,6,0,0,9.5028
2153,19:46:00,19:46:00,97,7,0,0,10.2744
2153,19:48:00,19:48:00,61,8,0,0,11.2025
2153,19:50:00,19:50:00,112,9,0,0,11.9100
2153,19:53:00,19:53:00,23,10,0,0,12.8110
2153,19:55:00,19:55:00,37,11,0,0,13.3388
2153,20:00:00,20:00:00,106,12,0,0,15.5866
2153,20:15:00,20:15:00,63,13,0,0,23.3748
2154,21:48:00,21:48:00,49,1,0,0,0.0000
2154,21:51:00,21:51:00,117,2,0,0,0.9263
2154,21:55:00,21:55:00,45,3,0,0,3.3127
2154,22:02:00,22:02:00,18,4,0,0,7.4468
2154,22:06:00,22:06:00,12,5,0,0,8.6085
2154,22:09:00,22:09:00,76,6,0,0,10.4905
2154,22:12:00,22:12:00,88,7,0,0,12.1301
2154,22:15:00,22:15:00,143,8,0,0,13.7282
2154,22:18:00,22:18:00,48,9,0,0,15.0828
2154,22:21:00,22:21:00,17,10,0,0,16.4773
2154,22:25:00,22:25:00,99,11,0,0,18.8434
2154,22:28:00,22:28:00,104,12,0,0,20.4403
2154,22:33:00,22:33:00,145,13,0,0,22.1180
2154,22:37:00,22:37:00,136,14,0,0,24.3864
2154,22:40:00,22:40:00,87,15,0,0,25.4608
2154,22:44:00,22:44:00,81,16,0,0,27.0695
2154,22:47:00,22:47:00,140,17,0,0,28.3519
2154,22:49:00,22:49:00,97,18,0,0,29.1235
2154,22:51:00,22:51:00,61,19,0,0,30.0515
2154,22:54:00,22:54:00,112,20,0,0,30.7591
2154,22:56:00,22:56:00,23,21,0,0,31.6600
2154,22:58:00,22:58:00,37,22,0,0,32.1879
2154,23:03:00,23:03:00,106,23,0,0,34.4356
2154,23:20:00,23:20:00,63,24,0,0,42.2239
2155,20:08:00,20:08:00,117,1,0,0,0.0000
2155,20:12:00,20:12:00,45,2,0,0,2.3864
2155,20:18:00,20:18:00,18,3,0,0,6.5205
2155,20:21:00,20:21:00,12,4,0,0,7.6822
2155,20:24:00,20:24:00,76,5,0,0,9.5642
2155,20:27:00,20:27:00,88,6,0,0,11.2038
2155,20:30:00,20:30:00,143,7,0,0,12.8019
2155,20:33:00,20:33:00,48,8,0,0,14.1564
2155,20:36:00,20:36:00,17,9,0,0,15.5509
2155,20:41:00,20:41:00,99,10,0,0,17.9170
2155,20:46:00,20:46:00,104,11,0,0,19.5140
2155,20:51:00,20:51:00,145,12,0,0,21.1917
2155,21:07:00,21:07:00,106,13,0,0,33.4989
2155,21:24:00,21:24:00,63,14,0,0,41.2871
2156,22:46:00,22:46:00,49,1,0,0,0.0000
2156,22:49:00,22:49:00,117,2,0,0,0.9263
2156,22:53:00,22:53:00,45,3,0,0,3.3127
2156,23:00:00,23:00:00,18,4,0,0,7.4468
2156,23:05:00,23:05:00,12,5,0,0,8.6085
2156,23:08:00,23:08:00,76,6,0,0,10.4905
2156,23:11:00,23:11:00,88,7,0,0,12.1301
2156,23:14:00,23:14:00,143,8,0,0,13.7282
2156,23:17:00,23:17:00,48,9,0,0,15.0828
2156,23:20:00,23:20:00,17,10,0,0,16.4773
2156,23:24:00,23:24:00,99,11,0,0,18.8434
2156,23:27:00,23:27:00,104,12,0,0,20.4403
2156,23:32:00,23:32:00,145,13,0,0,22.1180
2156,23:37:00,23:37:00,136,14,0,0,24.3864
2156,23:40:00,23:40:00,87,15,0,0,25.4608
2156,23:43:00,23:43:00,81,16,0,0,27.0695
2156,23:46:00,23:46:00,140,17,0,0,28.3519
2156,23:48:00,23:48:00,97,18,0,0,29.1235
2156,23:50:00,23:50:00,61,19,0,0,30.0515
2156,23:53:00,23:53:00,112,20,0,0,30.7591
2156,23:55:00,23:55:00,23,21,0,0,31.6600
2156,23:57:00,23:57:00,37,22,0,0,32.1879
2156,24:02:00,24:02:00,106,23,0,0,34.4356
2156,24:19:00,24:19:00,63,24,0,0,42.2239
2157,04:35:00,04:35:00,49,1,0,0,0.0000
2157,04:39:00,04:39:00,117,2,0,0,0.9263
2157,04:43:00,04:43:00,45,3,0,0,3.3127
2157,04:49:00,04:49:00,18,4,0,0,7.4468
2157,04:52:00,04:52:00,12,5,0,0,8.6085
2157,04:55:00,04:55:00,76,6,0,0,10.4905
2157,04:58:00,04:58:00,88,7,0,0,12.1301
2157,05:01:00,05:01:00,143,8,0,0,13.7282
2157,05:04:00,05:04:00,48,9,0,0,15.0828
2157,05:07:00,05:07:00,17,10,0,0,16.4773
2157,05:11:00,05:11:00,99,11,0,0,18.8434
2157,05:14:00,05:14:00,104,12,0,0,20.4403
2157,05:18:00,05:18:00,145,13,0,0,22.1180
2157,05:33:00,05:33:00,106,14,0,0,34.4252
2157,05:50:00,05:50:00,63,15,0,0,42.2134
2158,23:50:00,23:50:00,49,1,0,0,0.0000
2158,23:53:00,23:53:00,117,2,0,0,0.9263
2158,23:57:00,23:57:00,45,3,0,0,3.3127
2158,24:05:00,24:05:00,18,4,0,0,7.4468
2158,24:09:00,24:09:00,12,5,0,0,8.6085
2158,24:12:00,24:12:00,76,6,0,0,10.4905
2158,24:15:00,24:15:00,88,7,0,0,12.1301
2158,24:18:00,24:18:00,143,8,0,0,13.7282
2158,24:21:00,24:21:00,48,9,0,0,15.0828
2158,24:24:00,24:24:00,17,10,0,0,16.4773
2158,24:28:00,24:28:00,99,11,0,0,18.8434
2158,24:31:00,24:31:00,104,12,0,0,20.4403
2158,24:36:00,24:36:00,145,13,0,0,22.1180
2158,24:40:00,24:40:00,136,14,0,0,24.3864
2158,24:43:00,24:43:00,87,15,0,0,25.4608
2158,24:46:00,24:46:00,81,16,0,0,27.0695
2158,24:49:00,24:49:00,140,17,0,0,28.3519
2158,24:51:00,24:51:00,97,18,0,0,29.1235
2158,24:53:00,24:53:00,61,19,0,0,30.0515
2158,24:56:00,24:56:00,112,20,0,0,30.7591
2158,24:58:00,24:58:00,23,21,0,0,31.6600
2158,25:00:00,25:00:00,37,22,0,0,32.1879
2158,25:04:00,25:04:00,106,23,0,0,34.4356
2158,25:20:00,25:20:00,63,24,0,0,42.2239
2159,06:32:00,06:32:00,49,1,0,0,0.0000
2159,06:36:00,06:36:00,117,2,0,0,0.9263
2159,06:41:00,06:41:00,45,3,0,0,3.3127
2159,06:47:00,06:47:00,18,4,0,0,7.4468
2159,06:51:00,06:51:00,12,5,0,0,8.6085
2159,06:55:00,06:55:00,76,6,0,0,10.4905
2159,06:59:00,06:59:00,88,7,0,0,12.1301
2159,07:02:00,07:02:00,143,8,0,0,13.7282
2159,07:05:00,07:05:00,48,9,0,0,15.0828
2159,07:09:00,07:09:00,17,10,0,0,16.4773
2159,07:15:00,07:15:00,99,11,0,0,18.8434
2159,07:19:00,07:19:00,104,12,0,0,20.4403
2159,07:26:00,07:26:00,145,13,0,0,22.1180
2159,07:33:00,07:33:00,136,14,0,0,24.3864
2159,07:44:00,07:44:00,23,15,0,0,31.6496
2159,08:11:00,08:11:00,105,16,0,0,44.8239
2160,05:57:00,05:57:00,117,1,0,0,0.0000
2160,06:01:00,06:01:00,45,2,0,0,2.3864
2160,06:08:00,06:08:00,18,3,0,0,6.5205
2160,06:11:00,06:11:00,12,4,0,0,7.6822
2160,06:15:00,06:15:00,76,5,0,0,9.5642
2160,06:18:00,06:18:00,88,6,0,0,11.2038
2160,06:21:00,06:21:00,143,7,0,0,12.8019
2160,06:25:00,06:25:00,48,8,0,0,14.1564
2160,06:28:00,06:28:00,17,9,0,0,15.5509
2160,06:33:00,06:33:00,99,10,0,0,17.9170
2160,06:37:00,06:37:00,104,11,0,0,19.5140
2160,06:52:00,06:52:00,140,12,0,0,27.4250
2160,06:56:00,06:56:00,112,13,0,0,29.8322
2160,07:00:00,07:00:00,23,14,0,0,30.7331
2160,07:06:00,07:06:00,106,15,0,0,33.5087
2160,07:28:00,07:28:00,105,16,0,0,43.9307
2161,05:41:00,05:41:00,49,1,0,0,0.0000
2161,05:45:00,05:45:00,117,2,0,0,0.9263
2161,05:49:00,05:49:00,45,3,0,0,3.3127
2161,05:55:00,05:55:00,18,4,0,0,7.4468
2161,05:58:00,05:58:00,12,5,0,0,8.6085
2161,06:02:00,06:02:00,76,6,0,0,10.4905
2161,06:05:00,06:05:00,88,7,0,0,12.1301
2161,06:08:00,06:08:00,143,8,0,0,13.7282
2161,06:11:00,06:11:00,48,9,0,0,15.0828
2161,06:14:00,06:14:00,17,10,0,0,16.4773
2161,06:18:00,06:18:00,99,11,0,0,18.8434
2161,06:22:00,06:22:00,104,12,0,0,20.4403
2161,06:26:00,06:26:00,145,13,0,0,22.1180
2161,06:31:00,06:31:00,136,14,0,0,24.3864
2161,06:34:00,06:34:00,87,15,0,0,25.4608
2161,06:46:00,06:46:00,106,16,0,0,34.4250
2161,07:03:00,07:03:00,63,17,0,0,42.2133
2162,24:22:00,24:22:00,49,1,0,0,0.0000
2162,24:25:00,24:25:00,117,2,0,0,0.9263
2162,24:29:00,24:29:00,45,3,0,0,3.3127
2162,24:41:00,24:41:00,18,4,0,0,7.4468
2162,24:46:00,24:46:00,12,5,0,0,8.6085
2162,24:49:00,24:49:00,76,6,0,0,10.4905
2162,24:52:00,24:52:00,88,7,0,0,12.1301
2162,24:55:00,24:55:00,143,8,0,0,13.7282
2162,24:58:00,24:58:00,48,9,0,0,15.0828
2162,25:01:00,25:01:00,17,10,0,0,16.4773
2162,25:05:00,25:05:00,99,11,0,0,18.8434
2162,25:08:00,25:08:00,104,12,0,0,20.4403
2162,25:12:00,25:12:00,145,13,0,0,22.1180
2163,06:14:00,06:14:00,49,1,0,0,0.0000
2163,06:18:00,06:18:00,117,2,0,0,0.9263
2163,06:23:00,06:23:00,45,3,0,0,3.3127
2163,06:29:00,06:29:00,18,4,0,0,7.4468
2163,06:32:00,06:32:00,12,5,0,0,8.6085
2163,06:35:00,06:35:00,76,6,0,0,10.4905
2163,06:39:00,06:39:00,88,7,0,0,12.1301
2163,06:42:00,06:42:00,143,8,0,0,13.7282
2163,06:45:00,06:45:00,48,9,0,0,15.0828
2163,06:48:00,06:48:00,17,10,0,0,16.4773
2163,06:52:00,06:52:00,99,11,0,0,18.8434
2163,06:56:00,06:56:00,104,12,0,0,20.4403
2163,07:01:00,07:01:00,145,13,0,0,22.1180
2163,07:06:00,07:06:00,136,14,0,0,24.3864
2163,07:09:00,07:09:00,87,15,0,0,25.4608
2163,07:21:00,07:21:00,106,16,0,0,34.4250
2163,07:37:00,07:37:00,63,17,0,0,42.2133
2164,05:52:00,05:52:00,49,1,0,0,0.0000
2164,05:55:00,05:55:00,117,2,0,0,0.9263
2164,05:59:00,05:59:00,45,3,0,0,3.3127
2164,06:05:00,06:05:00,18,4,0,0,7.4468
2164,06:08:00,06:08:00,12,5,0,0,8.6085
2164,06:11:00,06:11:00,76,6,0,0,10.4905
2164,06:14:00,06:14:00,88,7,0,0,12.1301
2164,06:17:00,06:17:00,143,8,0,0,13.7282
2164,06:20:00,06:20:00,48,9,0,0,15.0828
2164,06:24:00,06:24:00,17,10,0,0,16.4773
2164,06:28:00,06:28:00,99,11,0,0,18.8434
2164,06:31:00,06:31:00,104,12,0,0,20.4403
2164,06:36:00,06:36:00,145,13,0,0,22.1180
2165,06:48:00,06:48:00,49,1,0,0,0.0000
2165,06:52:00,06:52:00,117,2,0,0,0.9263
2165,06:57:00,06:57:00,45,3,0,0,3.3127
2165,07:03:00,07:03:00,18,4,0,0,7.4468
2165,07:06:00,07:06:00,12,5,0,0,8.6085
2165,07:10:00,07:10:00,76,6,0,0,10.4905
2165,07:13:00,07:13:00,88,7,0,0,12.1301
2165,07:16:00,07:16:00,143,8,0,0,13.7282
2165,07:20:00,07:20:00,48,9,0,0,15.0828
2165,07:23:00,07:23:00,17,10,0,0,16.4773
2165,07:28:00,07:28:00,99,11,0,0,18.8434
2165,07:32:00,07:32:00,104,12,0,0,20.4403
2165,07:37:00,07:37:00,145,13,0,0,22.1180
2165,07:42:00,07:42:00,136,14,0,0,24.3864
2165,07:45:00,07:45:00,87,15,0,0,25.4608
2165,07:57:00,07:57:00,106,16,0,0,34.4250
2165,08:13:00,08:13:00,63,17,0,0,42.2133
2166,06:52:00,06:52:00,49,1,0,0,0.0000
2166,06:55:00,06:55:00,117,2,0,0,0.9263
2166,06:59:00,06:59:00,45,3,0,0,3.3127
2166,07:05:00,07:05:00,18,4,0,0,7.4468
2166,07:08:00,07:08:00,12,5,0,0,8.6085
2166,07:11:00,07:11:00,76,6,0,0,10.4905
2166,07:14:00,07:14:00,88,7,0,0,12.1301
2166,07:17:00,07:17:00,143,8,0,0,13.7282
2166,07:20:00,07:20:00,48,9,0,0,15.0828
2166,07:24:00,07:24:00,17,10,0,0,16.4773
2166,07:28:00,07:28:00,99,11,0,0,18.8434
2166,07:31:00,07:31:00,104,12,0,0,20.4403
2166,07:36:00,07:36:00,145,13,0,0,22.1180
2167,07:53:00,07:53:00,49,1,0,0,0.0000
2167,07:56:00,07:56:00,117,2,0,0,0.9263
2167,08:00:00,08:00:00,45,3,0,0,3.3127
2167,08:07:00,08:07:00,18,4,0,0,7.4468
2167,08:10:00,08:10:00,12,5,0,0,8.6085
2167,08:13:00,08:13:00,76,6,0,0,10.4905
2167,08:16:00,08:16:00,88,7,0,0,12.1301
2167,08:19:00,08:19:00,143,8,0,0,13.7282
2167,08:22:00,08:22:00,48,9,0,0,15.0828
2167,08:26:00,08:26:00,17,10,0,0,16.4773
2167,08:30:00,08:30:00,99,11,0,0,18.8434
2167,08:33:00,08:33:00,104,12,0,0,20.4403
2167,08:38:00,08:38:00,145,13,0,0,22.1180
2167,08:42:00,08:42:00,136,14,0,0,24.3864
2167,08:45:00,08:45:00,87,15,0,0,25.4608
2167,08:57:00,08:57:00,106,16,0,0,34.4250
2167,09:13:00,09:13:00,63,17,0,0,42.2133
2168,07:52:00,07:52:00,49,1,0,0,0.0000
2168,07:55:00,07:55:00,117,2,0,0,0.9263
2168,07:59:00,07:59:00,45,3,0,0,3.3127
2168,08:05:00,08:05:00,18,4,0,0,7.4468
2168,08:08:00,08:08:00,12,5,0,0,8.6085
2168,08:11:00,08:11:00,76,6,0,0,10.4905
2168,08:14:00,08:14:00,88,7,0,0,12.1301
2168,08:17:00,08:17:00,143,8,0,0,13.7282
2168,08:20:00,08:20:00,48,9,0,0,15.0828
2168,08:24:00,08:24:00,17,10,0,0,16.4773
2168,08:28:00,08:28:00,99,11,0,0,18.8434
2168,08:31:00,08:31:00,104,12,0,0,20.4403
2168,08:36:00,08:36:00,145,13,0,0,22.1180
2169,07:18:00,07:18:00,49,1,0,0,0.0000
2169,07:22:00,07:22:00,117,2,0,0,0.9263
2169,07:26:00,07:26:00,45,3,0,0,3.3127
2169,07:33:00,07:33:00,18,4,0,0,7.4468
2169,07:36:00,07:36:00,12,5,0,0,8.6085
2169,07:39:00,07:39:00,76,6,0,0,10.4905
2169,07:43:00,07:43:00,88,7,0,0,12.1301
2169,07:46:00,07:46:00,143,8,0,0,13.7282
2169,07:49:00,07:49:00,48,9,0,0,15.0828
2169,07:53:00,07:53:00,17,10,0,0,16.4773
2169,07:58:00,07:58:00,99,11,0,0,18.8434
2169,08:01:00,08:01:00,104,12,0,0,20.4403
2169,08:07:00,08:07:00,145,13,0,0,22.1180
2169,08:15:00,08:15:00,81,14,0,0,27.0688
2169,08:18:00,08:18:00,140,15,0,0,28.3511
2169,08:21:00,08:21:00,97,16,0,0,29.1227
2169,08:29:00,08:29:00,106,17,0,0,34.4333
2169,08:46:00,08:46:00,63,18,0,0,42.2216
2170,08:52:00,08:52:00,49,1,0,0,0.0000
2170,08:55:00,08:55:00,117,2,0,0,0.9263
2170,08:59:00,08:59:00,45,3,0,0,3.3127
2170,09:05:00,09:05:00,18,4,0,0,7.4468
2170,09:08:00,09:08:00,12,5,0,0,8.6085
2170,09:11:00,09:11:00,76,6,0,0,10.4905
2170,09:14:00,09:14:00,88,7,0,0,12.1301
2170,09:17:00,09:17:00,143,8,0,0,13.7282
2170,09:20:00,09:20:00,48,9,0,0,15.0828
2170,09:24:00,09:24:00,17,10,0,0,16.4773
2170,09:28:00,09:28:00,99,11,0,0,18.8434
2170,09:31:00,09:31:00,104,12,0,0,20.4403
2170,09:36:00,09:36:00,145,13,0,0,22.1180
2171,05:10:00,05:10:00,49,1,0,0,0.0000
2171,05:14:00,05:14:00,117,2,0,0,0.9263
2171,05:18:00,05:18:00,45,3,0,0,3.3127
2171,05:24:00,05:24:00,18,4,0,0,7.4468
2171,05:27:00,05:27:00,12,5,0,0,8.6085
2171,05:30:00,05:30:00,76,6,0,0,10.4905
2171,05:33:00,05:33:00,88,7,0,0,12.1301
2171,05:36:00,05:36:00,143,8,0,0,13.7282
2171,05:39:00,05:39:00,48,9,0,0,15.0828
2171,05:43:00,05:43:00,17,10,0,0,16.4773
2171,05:46:00,05:46:00,99,11,0,0,18.8434
2171,05:50:00,05:50:00,104,12,0,0,20.4403
2171,05:55:00,05:55:00,145,13,0,0,22.1180
2171,05:59:00,05:59:00,136,14,0,0,24.3864
2171,06:02:00,06:02:00,87,15,0,0,25.4608
2171,06:05:00,06:05:00,81,16,0,0,27.0695
2171,06:08:00,06:08:00,140,17,0,0,28.3519
2171,06:12:00,06:12:00,23,18,0,0,31.6587
2171,06:17:00,06:17:00,106,19,0,0,34.4343
2171,06:33:00,06:33:00,63,20,0,0,42.2225
2172,09:52:00,09:52:00,49,1,0,0,0.0000
2172,09:55:00,09:55:00,117,2,0,0,0.9263
2172,09:59:00,09:59:00,45,3,0,0,3.3127
2172,10:05:00,10:05:00,18,4,0,0,7.4468
2172,10:08:00,10:08:00,12,5,0,0,8.6085
2172,10:11:00,10:11:00,76,6,0,0,10.4905
2172,10:14:00,10:14:00,88,7,0,0,12.1301
2172,10:17:00,10:17:00,143,8,0,0,13.7282
2172,10:20:00,10:20:00,48,9,0,0,15.0828
2172,10:24:00,10:24:00,17,10,0,0,16.4773
2172,10:28:00,10:28:00,99,11,0,0,18.8434
2172,10:31:00,10:31:00,104,12,0,0,20.4403
2172,10:36:00,10:36:00,145,13,0,0,22.1180
2173,08:55:00,08:55:00,18,1,0,0,0.0000
2173,08:59:00,08:59:00,12,2,0,0,1.1617
2173,09:02:00,09:02:00,76,3,0,0,3.0438
2173,09:05:00,09:05:00,88,4,0,0,4.6833
2173,09:08:00,09:08:00,143,5,0,0,6.2814
2173,09:11:00,09:11:00,48,6,0,0,7.6360
2173,09:14:00,09:14:00,17,7,0,0,9.0305
2173,09:18:00,09:18:00,99,8,0,0,11.3966
2173,09:22:00,09:22:00,104,9,0,0,12.9936
2173,09:26:00,09:26:00,145,10,0,0,14.6712
2173,09:30:00,09:30:00,136,11,0,0,16.9396
2173,09:33:00,09:33:00,87,12,0,0,18.0140
2173,09:37:00,09:37:00,81,13,0,0,19.6227
2173,09:40:00,09:40:00,140,14,0,0,20.9051
2173,09:42:00,09:42:00,97,15,0,0,21.6767
2173,09:44:00,09:44:00,61,16,0,0,22.6047
2173,09:47:00,09:47:00,112,17,0,0,23.3123
2173,09:49:00,09:49:00,23,18,0,0,24.2133
2173,09:51:00,09:51:00,37,19,0,0,24.7411
2173,09:56:00,09:56:00,106,20,0,0,26.9888
2173,10:13:00,10:13:00,63,21,0,0,34.7771
2174,10:52:00,10:52:00,49,1,0,0,0.0000
2174,10:55:00,10:55:00,117,2,0,0,0.9263
2174,10:59:00,10:59:00,45,3,0,0,3.3127
2174,11:05:00,11:05:00,18,4,0,0,7.4468
2174,11:08:00,11:08:00,12,5,0,0,8.6085
2174,11:11:00,11:11:00,76,6,0,0,10.4905
2174,11:14:00,11:14:00,88,7,0,0,12.1301
2174,11:17:00,11:17:00,143,8,0,0,13.7282
2174,11:20:00,11:20:00,48,9,0,0,15.0828
2174,11:24:00,11:24:00,17,10,0,0,16.4773
2174,11:28:00,11:28:00,99,11,0,0,18.8434
2174,11:31:00,11:31:00,104,12,0,0,20.4403
2174,11:36:00,11:36:00,145,13,0,0,22.1180
2175,16:53:00,16:53:00,49,1,0,0,0.0000
2175,16:56:00,16:56:00,117,2,0,0,0.9263
2175,17:00:00,17:00:00,45,3,0,0,3.3127
2175,17:06:00,17:06:00,18,4,0,0,7.4468
2175,17:09:00,17:09:00,12,5,0,0,8.6085
2175,17:12:00,17:12:00,76,6,0,0,10.4905
2175,17:15:00,17:15:00,88,7,0,0,12.1301
2175,17:21:00,17:21:00,143,8,0,0,13.7282
2175,17:25:00,17:25:00,48,9,0,0,15.0828
2175,17:28:00,17:28:00,17,10,0,0,16.4773
2175,17:32:00,17:32:00,99,11,0,0,18.8434
2175,17:35:00,17:35:00,104,12,0,0,20.4403
2175,17:39:00,17:39:00,145,13,0,0,22.1180
2175,17:47:00,17:47:00,140,14,0,0,28.3521
2175,17:49:00,17:49:00,97,15,0,0,29.1237
2175,17:51:00,17:51:00,61,16,0,0,30.0517
2175,17:54:00,17:54:00,112,17,0,0,30.7593
2175,17:56:00,17:56:00,23,18,0,0,31.6602
2175,17:58:00,17:58:00,37,19,0,0,32.1881
2175,18:03:00,18:03:00,106,20,0,0,34.4358
2175,18:20:00,18:20:00,63,21,0,0,42.2241
2176,11:52:00,11:52:00,49,1,0,0,0.0000
2176,11:55:00,11:55:00,117,2,0,0,0.9263
2176,11:59:00,11:59:00,45,3,0,0,3.3127
2176,12:05:00,12:05:00,18,4,0,0,7.4468
2176,12:08:00,12:08:00,12,5,0,0,8.6085
2176,12:11:00,12:11:00,76,6,0,0,10.4905
2176,12:14:00,12:14:00,88,7,0,0,12.1301
2176,12:17:00,12:17:00,143,8,0,0,13.7282
2176,12:20:00,12:20:00,48,9,0,0,15.0828
